gene_names,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_fstat,stage1_X2_fstat,num_snps,adsp_size,ukb_size,gene_ind,gene_name
ENSG00000076864.19,0.0581212692685037,0.1057181397470366,0.3417416766157829,0.0021264781036931,0.008908685624758,0.946861930888319,16.994701074864906,5.3800509764150775,9,10454,367182,296,RAP1GAP
ENSG00000218510.6,0.5694810834582985,0.4271422054987346,0.2404976425886741,0.4801714489938098,0.348199648575679,0.2042834473725786,26.346948643758743,7.926237152802415,4,10454,367182,302,LINC00339
ENSG00000173372.16,0.5502171451445786,0.7554677261581397,0.65157879937384,0.0581244369632207,0.1103023401203209,0.3654858094487037,12.132897047715712,5.193338938733752,3,10454,367182,307,C1QA
ENSG00000133216.16,0.195702007497261,0.3939334731838204,0.6637037892472895,0.2474436719145217,0.4792964941185312,0.7151428248516518,11.090089240393205,9.316975763765148,8,10454,367182,310,EPHB2
ENSG00000011007.12,0.3918155491042564,0.6322236535247949,0.6681699816206104,0.4469475889590525,0.6531077709846809,0.6008966982844168,29.393603406659757,3.079132739026998,3,10454,367182,323,ELOA
ENSG00000236810.5,0.2320499527618332,,,0.5554607444353086,,,12.29033489658965,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f8028975a00> [RTYPES.NILSXP],2,10454,367182,324,ELOA-AS1
ENSG00000179163.11,0.8376211705955435,,,0.9423098708004036,,,52.46981497583096,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f8028975a00> [RTYPES.NILSXP],3,10454,367182,329,FUCA1
ENSG00000001460.17,0.3381037919695802,0.2883776463185606,0.2103044146092353,0.2634657221846235,0.411973997971492,0.4695066897134415,13.304592169076182,3.2611901547071467,4,10454,367182,335,STPG1
ENSG00000169504.14,0.7677920212524123,0.6415636708770782,0.3709503182839316,0.564470607421826,0.84255256236459,0.9179343405428466,12.34143606631881,2.5516402420539697,3,10454,367182,339,CLIC4
ENSG00000261349.1,0.4450938462897976,0.2831284359957036,0.1636110912106775,0.0313819953053701,0.0129647093405959,0.043933758019346,14.637485998361688,4.128857434876826,3,10454,367182,344,RP3-465N24.5
ENSG00000187010.19,0.4407955957328934,0.5060737497156194,0.3808591001021324,0.0282720286456572,0.036706564513268,0.179930129742233,15.561928111462969,8.24470777365626,3,10454,367182,345,RHD
ENSG00000224183.1,0.3222888174259581,0.5898011480339878,0.7823097076286656,0.0506877916498871,0.0123769933926714,0.0258612693946177,16.010557970570048,4.812143449903361,2,10454,367182,346,SDHDP6
ENSG00000157978.11,0.7528832136621917,0.7706883084001851,0.5160387951678949,0.9019030246119518,0.8898651091647644,0.6404316802697176,61.47285384942515,1.3225433611600348,2,10454,367182,351,LDLRAP1
ENSG00000130695.14,0.6782278176362923,0.4391231263274745,0.2247532304536783,0.455037254084737,0.7547020342781431,0.9448158778908622,14.597880801426667,4.445491007469473,5,10454,367182,366,CEP85
ENSG00000142669.14,0.6827156252017508,,,0.124909763397452,,,13.663184344776676,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f82fbb81a80> [RTYPES.NILSXP],3,10454,367182,367,SH3BGRL3
ENSG00000169442.8,0.2299227853431117,0.4513486067126989,0.6987711792718975,0.4796021423390975,0.0914472369396564,0.0384678822419786,41.70837279641065,10.31031026519598,5,10454,367182,368,CD52
ENSG00000117713.18,0.3644144221186688,0.5793557982148934,0.6039491759216301,0.2693815929307767,0.506697132977202,0.7084880592185434,11.354015027489528,2.3191695823230285,2,10454,367182,378,ARID1A
ENSG00000204160.11,0.1782974062796647,0.3838901026145531,0.7481159749326376,0.4107424123177517,0.4838954454913846,0.3786371890213656,40.414641259918845,6.940180876121132,2,10454,367182,380,ZDHHC18
ENSG00000117748.9,0.2212249220330254,0.4518419839556814,0.7610164532297867,0.0784183843355143,0.1926844778604211,0.657947808990528,24.91835228753285,13.860587006903923,6,10454,367182,408,RPA2
ENSG00000130768.14,0.4388773138216477,0.6121694733053789,0.5363820136936566,0.2851424872412404,0.4032409420987213,0.4116510780612951,11.708344939666969,3.7728059538163343,6,10454,367182,409,SMPDL3B
ENSG00000158156.7,0.2627911893353423,0.5203614772859448,0.818722148104036,0.5526072945411469,0.7450222347154318,0.6270987681088269,12.631200551746446,3.222311431057127,2,10454,367182,410,XKR8
ENSG00000158161.15,0.998781433219503,0.865751836571583,0.5913133955966234,0.9201926359931693,0.977572723668749,0.8509123067696389,11.547801492127189,28.73512889412092,4,10454,367182,412,EYA3
ENSG00000126698.10,0.663463730937516,0.8157356080497916,0.6405793375865738,0.0142733222037984,0.0404054068523582,0.5201624149905478,20.92398907841446,2.40948043238183,4,10454,367182,415,DNAJC8
ENSG00000130766.4,0.0460671083563956,0.1324695054648736,0.8005050052633336,0.0133350183660675,0.0334942903880198,0.4135209010279382,25.272145344243505,5.395528917841596,2,10454,367182,418,SESN2
ENSG00000204138.12,0.1600241429890788,0.3692889904277495,0.8919633045638816,0.237425962040688,0.1218880921542311,0.0934748496316422,39.84387611563826,4.374623865133343,3,10454,367182,420,PHACTR4
ENSG00000162511.7,0.0370966193786874,0.0408193964698158,0.1520727806254446,0.0118123321616358,0.0171414029528717,0.180475824851343,10.736939705510494,3.391475246690824,5,10454,367182,441,LAPTM5
ENSG00000168528.11,0.1585282202514649,0.1928133187095907,0.2535040915915963,0.939937205428848,0.7729489408150277,0.47539591405498,69.1859732130227,7.592530411076007,2,10454,367182,448,SERINC2
ENSG00000116497.17,0.2136263317979231,0.3832479260314076,0.5421751429309773,0.2435889800652808,0.3336942397722987,0.3607277304223166,49.53840288782713,63.71758805957692,6,10454,367182,480,S100PBP
ENSG00000278966.2,0.7943953988480992,0.924743265032772,0.7660144041788609,0.0592798294063235,0.1590630724656993,0.7295837244741452,22.36000835616125,1.7849059148919069,3,10454,367182,486,RP5-1174N9.2
ENSG00000004455.16,0.7277140393439607,0.7236181573668342,0.4684022898526632,0.0349413307496622,0.1001602811995325,0.6948047205116213,10.335809520074582,2.2008812519957077,2,10454,367182,489,AK2
ENSG00000278997.1,0.9932221829240672,0.886115996026993,0.6229586037984598,0.0049923043179805,0.0193096868999402,0.9124695894435954,17.347285569990525,2.41303769714866,2,10454,367182,491,RP11-131M11.2
ENSG00000279179.1,0.8289055230906865,0.8377567399101992,0.5793164788215139,0.0050442215304998,0.0119900748965534,0.3212511968085255,12.542183925547956,7.622237107177614,2,10454,367182,492,RP11-131M11.3
ENSG00000184389.9,0.5782529244750385,0.8548070992005588,0.9453084280015394,0.0552457147760659,0.0782884032751611,0.233393441079512,19.689921119492837,6.255968098727015,4,10454,367182,496,A3GALT2
ENSG00000116871.15,0.0518410081611605,0.1506687927255226,0.9457451241555468,0.2855845004234464,0.5639463840438057,0.9421138020052792,34.645605636675306,9.91663001999935,5,10454,367182,527,MAP7D1
ENSG00000233621.1,0.1167617823129203,0.16565796387567,0.2866063046106261,0.1665057194714549,0.1623789165072179,0.1894974781778301,11.682989406618784,2.652597472260498,13,10454,367182,538,LINC01137
ENSG00000116922.14,0.7278336308134616,0.2582788388680825,0.1077984788232962,0.2271013130000717,0.3090174725493484,0.3455339141973927,10.922399533093753,4.9697712500912825,7,10454,367182,544,C1orf109
ENSG00000204084.12,0.9899635481643952,0.2517953406650063,0.0967699228582475,0.9463339650510229,0.7912076695241703,0.4958263425620741,59.58698177758437,11.791985799419528,8,10454,367182,550,INPP5B
ENSG00000183431.11,0.2320803037705945,0.0328485115491756,0.0200970867644607,0.3677891033455884,0.2751435302620126,0.1834064973791647,37.28628538530169,15.08974548822932,8,10454,367182,551,SF3A3
ENSG00000183386.9,0.1734602424471515,0.0806026269771465,0.0743805521955367,0.2331311050399592,0.0599904559949093,0.0402935625086694,33.516061359644404,9.832360116970843,9,10454,367182,552,FHL3
ENSG00000183520.11,0.3655952513439997,0.1898768184496101,0.1135505241110456,0.628212971195418,0.2408418944280392,0.1060088540151991,13.30585974904619,2.1434509508075577,5,10454,367182,553,UTP11
ENSG00000168653.10,0.0281560840537602,0.0874027319377999,0.8126053653636041,0.7244058811988452,0.9070313438763712,0.7901084513593853,51.61567289364019,5.233175726929182,4,10454,367182,559,NDUFS5
ENSG00000183682.7,0.9944455213778152,,,0.2401426338883688,,,11.203845354982713,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f4679c506c0> [RTYPES.NILSXP],2,10454,367182,562,BMP8A
ENSG00000090621.13,0.8146930548021403,0.7298529498020122,0.4483311972999155,0.0302147871016217,0.0926161776585968,0.8040482901446213,15.17255613948826,4.031191669970955,3,10454,367182,565,PABPC4
ENSG00000116983.12,0.2849907527720198,0.2959211932980979,0.2556463061204974,0.6903855237296822,0.8455571676984851,0.6740938357331168,20.688285049811345,5.582551899508275,11,10454,367182,567,HPCAL4
ENSG00000084072.16,0.6120474153074731,0.8654143778500758,0.858246850335337,0.4112726987291476,0.260769448571406,0.1559446584656248,57.58002332418471,3.6402605341134557,12,10454,367182,568,PPIE
ENSG00000043514.15,0.6399807440130107,0.7676323402691398,0.5776083702310053,0.2337055837247066,0.2370147023507243,0.2267550818640102,14.567120004446036,4.115123588458136,5,10454,367182,572,TRIT1
ENSG00000131238.16,0.1491567544791815,0.3526241845769579,0.9498822617442216,0.7321396447280037,0.7578592148461001,0.5084000320718755,47.78601439209756,18.338561133809314,6,10454,367182,577,PPT1
ENSG00000179862.6,0.7044031083465336,0.7060799201389295,0.4574599527347606,0.8985107661791494,0.9905372667173988,0.958189751953656,12.856162108102236,5.123623871129063,14,10454,367182,594,CITED4
ENSG00000171793.13,0.2956174402783084,0.5227708787118591,0.651985423705526,0.5506822264273737,0.2111060358419027,0.0969696228665694,20.048870925270084,2.2695665204715048,4,10454,367182,595,CTPS1
ENSG00000281207.1,0.9606672890738326,,,0.1464480335668089,,,11.805507802632558,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f4679c506c0> [RTYPES.NILSXP],2,10454,367182,596,SLFNL1-AS1
ENSG00000066185.12,0.8722357153605482,0.4773426060833914,0.2280295089336388,0.2821074115942211,0.5562256875063343,0.8985504506303021,11.625157808175302,4.469898648637769,2,10454,367182,603,ZMYND12
ENSG00000164008.14,0.5575111382987974,0.2637427789348037,0.1276022240575504,0.9874327350484428,0.6629249379464435,0.364614208126387,15.59109756421909,5.239821889083352,3,10454,367182,610,C1orf50
ENSG00000228452.1,0.46054059390396,,,0.9531847976041328,,,14.161465675197618,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f4679c506c0> [RTYPES.NILSXP],2,10454,367182,611,RP5-994D16.9
ENSG00000177868.11,0.4046880024533087,0.4265547642313789,0.3149838643574372,0.8471420636801925,0.1686316231955802,0.0605259507419658,94.92781935663024,15.233978354737996,4,10454,367182,613,SVBP
ENSG00000164010.13,0.2915646106681267,0.1903047772286587,0.1374905978110302,0.7527198287797394,0.8709556888051518,0.6739046881279956,15.158260810075175,5.018620444830966,2,10454,367182,614,ERMAP
ENSG00000227533.5,0.7946178375587385,0.965596641307181,0.9621217925301636,0.1984202374243817,0.0219754712868816,0.0144551718134483,19.975997779043954,1.897234010612066,5,10454,367182,619,SLC2A1-AS1
ENSG00000117395.12,0.0247002841172041,,,0.5713112161593951,,,13.531580228373898,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f4679c506c0> [RTYPES.NILSXP],2,10454,367182,621,EBNA1BP2
ENSG00000117408.10,0.9426802566538888,0.9292503582643854,0.7067174674133305,0.6638781354279952,0.4646632020322889,0.2463233807427801,16.36235310155606,2.2428580493865,2,10454,367182,634,IPO13
ENSG00000159214.12,0.958104947649054,0.9946984968562032,0.92930382091895,0.2796203788235388,0.3723111795990661,0.368973981555917,27.218727188521328,11.453415739116178,4,10454,367182,638,CCDC24
ENSG00000070759.16,0.0753750852434329,0.1671805864388019,0.5191479284373102,0.1320080142054893,0.1714892310422801,0.2620791800306053,18.97869315690064,6.042174306150875,4,10454,367182,662,TESK2
ENSG00000280670.2,0.2366328302942285,0.4724846679332354,0.7530086732968022,0.0411102647203068,0.1152359589656719,0.6984508593624562,171.06458747916767,2.09017825170783,5,10454,367182,663,CCDC163
ENSG00000086015.20,0.3490669213475094,,,0.4737483241945266,,,32.85989206998085,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f791b57c980> [RTYPES.NILSXP],2,10454,367182,675,MAST2
ENSG00000117481.10,0.4488294918127284,0.6676965208629382,0.6283879502756349,0.4803124197084542,0.7612714956304216,0.8276916822147681,43.376181614077765,4.850728043505499,4,10454,367182,682,NSUN4
ENSG00000117480.15,0.4225927980223196,0.7237610753821038,0.95265633575659,0.6087319652955374,0.1261599421845968,0.0489117572664364,14.453686389637983,23.189023410702962,7,10454,367182,683,FAAH
ENSG00000269956.1,0.9390566137994828,0.3791719140863377,0.1643658375696649,0.1617808671092134,0.3336437900448046,0.6257528662618884,16.723608988560617,5.528685386955344,5,10454,367182,685,MKNK1-AS1
ENSG00000159658.10,0.7846244256046424,0.9052484648443452,0.7243129539684621,0.1141294955685365,0.2525323376484805,0.6126408568658379,27.52819611939354,3.650164408211232,4,10454,367182,689,EFCAB14
ENSG00000224805.2,0.6839615423216792,,,0.0822971736842594,,,11.296872663578949,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f791b57c980> [RTYPES.NILSXP],5,10454,367182,691,LINC00853
ENSG00000162366.7,0.9836185472524756,0.9941118543783988,0.9150117492035564,0.1769364857398159,0.0578591581620117,0.0489719344277904,13.0073176494319,9.284876197271949,2,10454,367182,692,PDZK1IP1
ENSG00000078618.21,0.4799283199846792,,,0.7623654015524864,,0.7623650877006121,10.278819149405232,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f24de0396c0> [RTYPES.NILSXP],2,10454,367182,717,NRDC
ENSG00000154222.14,0.8165236096222852,0.2198029007772476,0.0845039348864899,0.7638990030040211,0.3132457170055085,0.1352388918380119,105.80336789773392,71.74688374286174,2,10454,367182,723,CC2D1B
ENSG00000116157.5,0.6384683337651684,0.5009367678417409,0.2811019004942787,0.6142258186226601,0.8497937017467969,0.789227709812833,44.75809547988516,3.520395092196796,9,10454,367182,727,GPX7
ENSG00000162378.12,0.4218646702007534,0.7117451645358908,0.8516270953217102,0.2137300660942851,0.4263339553299107,0.6899978128641957,16.62264154596451,4.58373185547198,2,10454,367182,730,ZYG11B
ENSG00000121310.16,0.2606680124701968,0.5225656982763939,0.8561479776302348,0.163442892151695,0.2374565535190328,0.3339647327489548,32.313748474455565,5.875899794099971,2,10454,367182,732,ECHDC2
